title,plot,plot_word_count
Bawarchi,"The film starts by the introduction of Shanti Niwas and its residents by Amitabh Bachchan, who is the narrator here. He points out that Shanti Niwas is a pot of ironies: Even though its name means ""Home of Peace"", there is no peace here. The home, which houses the Sharma family, has members who hate each other for reasons unknown. Even a servant cannot withstand the Sharmas for more than a month. After every month, the search for a new servant has to start. Then, suddenly a servant named Raghu comes in. Even though nobody remembers asking for some Raghu, they hire him. But Raghu has his own surprises in store for him. Gradually, the whole home comes to know that Raghu is not only an accomplished chef, but also a singer and expert in dancing. Raghu tells his masters that he worked for reputed veterans of given fields, who taught him something or the other. Gradually, many aces start falling out of his sleeves, causing the Sharmas to develop an attraction to him. Even Daduji, the disgruntled patriarch of the family, develops love for Raghu. The family puts so much trust in Raghu that they even unwittingly show him the box containing the family jewels. Krishna (Jaya Bhaduri) is the recluse daughter of Daduji's dead son and daughter-in-law. On learning this, Raghu tutors her and brings her talents to the fore. He also helps in clearing up the misunderstandings and calling truces between the family members. Daduji cannot help but think that Raghu is actually a saviour sent by god. Meanwhile, nobody notices that Raghu is suspiciously eyeing the jewel box the whole time. Meanwhile, Raghu learns that Krishna loves a boy, but the Sharmas are strictly against the union of Krishna with him. The boy also loves Krishna, but is helpless before Krishna's relatives as well. Amongst all the tangle, Raghu suddenly disappears. The Sharmas are also aghast to know that the box is missing as well. It does not take the Sharmas long to put two and two together. At the same time, Krishna's love interest shows up. The people are already angered at the turn of events and the boys arrival, but they receive a shock when he shows them the jewelry box. He explains that he saw Raghu in a suspicious condition with the box. When he asked Raghu about the box, Raghu tried to run away. He tried to stop Raghu, even beat him up (the boy is a wrestler), but Raghu somehow managed to escape. Stunned by this unexpected turn of events, the attitude of Sharmas towards the boy changes and they agree to get him married with Krishna out of gratitude. Krishna, however, refuses to buy the story. When the Sharmas start abusing Raghu, Krishna's lover cannot take it anymore and tells them what really happened. He tells them that he met Raghu at his own wrestling ground. He had a little friendly match with Raghu, where he suffered minor injuries from Raghu. He saw the box and asked Raghu about it. Raghu said that the box was the real reason he came there. Raghu had asked him to take the box to the Sharmas and tell them that Raghu had stolen it so that Krishna's lover can get back his place in the house. Meanwhile, Krishna sees Raghu outside the house and asks him why did he do all this. Raghu told her that his real name was professor Prabhakar, but he took the fake name of Raghu. He had seen many families like the Sharmas which were on the brink of breaking up and hence decided to use his knowledge to stop this. Raghu explained to him that if he lies about the box and what happened between him and Raghu, the boy will be able to marry Krishna. Raghu had promised the boy to secrecy, but the latter couldn't stand up the abuse to Raghu. A stunned Sharma family has to accept that Raghu went out of his way to save several homes like Shanti Niwas. Krishna manages to stop Raghu in time from going somewhere else. Raghu tells her that this is his life's mission and now he has to go. The film ends with a scene of him traveling to a new destination and narration from Amitabh Bachchan that ""Raghu is going to a new home. Let's hope it is not yours."" The movie was a hit. It was the 8th highest grossing film of the year.[3]",750
Fear of a Black Hat,"The film is a comedic mockumentary depicting the perspective of a filmmaker as she trails a hardcore gangsta rap group called N.W.H. (""Niggaz With Hats""), a play on the name of the popular group N.W.A In many ways, Fear of a Black Hat is similar to the satirical film about early 1980s heavy metal This is Spinal Tap. The members of N.W.H. are: The film is told from the point of view of Nina Blackburn (Kasi Lemmons), a sociologist who analyzes hip hop as a form of communication for her degree. She chooses N.W.H. as the subject of her thesis and follows them around for a year. She familiarizes herself with the band members, their beliefs, and their often strange behavior. The members wear outrageous headwear during their performances. This is explained as an act of rebellion, remembering their slave ancestors, who had to work bare-headed in the sun. According to N.W.H., hats are a symbol for resistance and revolution since their hatless ancestors were too tired from working all day in the sun to revolt. This is a typical example of the bizarre logic the group uses to explain the deeper meanings behind their otherwise crude and base music and images. A steady source of comedy is N.W.H.'s use of over-the-top graphic language (e.g. sex, violence and rantings against the police), which detractors see as a cheap means to sell records, but in their eyes is essential to convey a ""socially relevant message"". They offer jaw-dropping explanations why songs such as ""Booty Juice"" and ""Come and Pet the P.U.S.S.Y."" are in fact deep and socially significant, and that detractors obviously do not truly understand the ""real meaning"". Throughout the movie, it is difficult to tell if the members of N.W.H. truly believe what they are saying, or are just portraying an image. A lot of time also goes into describing N.W.H.'s feud with another rap group, the Jam Boys. The groups constantly insult and discredit each other, even sometimes resulting in brandishing weapons. At one point, N.W.H. brings to light evidence that the Jam Boys' lead rapper attended a prep school, directly threatening his street credibility. A macabre running gag—inspired by This is Spinal Tap—involves their white managers dying under mysterious circumstances (the group originally insist that they ""wasn't in town when the shit happened""). They explain to Nina that their first few managers were black—in fact, were their relatives—and that they decided switching to white managers would be better for their families and the black community. N.W.H.'s internal matters turn sour when Ice Cold cuts down his involvement because he wants to participate in a film, and Cheryl C. (Rose Jackson), a groupie, hooks up with Tasty-Taste. Although she is clearly more interested in his money than in him, Tasty lets her take over his life. When Tasty finds Cheryl and Ice Cold in bed, N.W.H. is no more. The group breaks up and each member launches a solo career. Ice dedicates himself to house music; Tasty brings out a diss track in which he curses Ice; and Tone Def becomes a hippie (with obvious references to ""flower rappers,"" such as P.M. Dawn). None sees much success until they ultimately reunite for a triumphant comeback in which their differences have been set aside, at least for the time being.",551
Ner Ethir,"Karthik (Richard) gets a call from his friend Kathir (Parthy) who explains to him that he had earlier that day received a call that his fiancée, Isha (Vidhya Mohan), has cancelled her flight. Kathir had followed her and discovered that she had checked out a room in a local hotel, after which Kathir rents out the room across the hall from Isha believing she is cheating on him. Kathir explains to Karthik that, earlier that evening, he had gone to Karthik's house, and finding him not home, broke in and stole Karthik's gun. Worried that Kathir is about to kill someone, Karthik tries to reason with Kathir on the phone not to do anything, but after having no success, he tells Kathir to stay where he is and wait until he meets him at the hotel in about 20 minutes. During the film, it is revealed that Isha had canceled her flight because of Karthik and that they were cheating behind Kathir's back. Kathir finds this out when he kills Isha and tries to call Karthik, whose cell phone was still in the hotel room that Isha and Karthik cheated in. Kathir tricks Karthik into helping move Isha, framing him for killing her while the police storm the hotel.",209
Visaranai,"Pandi (Dinesh Ravi), Murugan (Aadukalam Murugadoss), Afzal (Silambarasan Rathnasamy), Kumar (Pradheesh Raj) are Tamil labourers who are working in Andhra Pradesh and living in a nearby park and working to make ends meet. A Tamil man Muthuvel is shown to be undertaking some operation in Andhra Pradesh along with a group of men. The lives of the four labourers take a turn for worse when they are caught, beaten and tortured brutally in police lock-up for a theft they did not commit, due to police's need to close a high-profile robbery case. The four resist the torture and refuse to confess, but are forced to relent due to the police brutality. However, when produced in court, they speak out the true set of events to the judge. Muthuvel (Samuthirakani), who is shown to be a Police Inspector, helps them go free by translating for them in court and vouching for them. Before the men can leave, Muthuvel enlists their help to kidnap a high-profile auditor K.K (Kishore) who has been handling the black money for an opposing political party in Tamil Nadu. The men are brought back to Tamil Nadu, and Kumar is dropped on the way to Chennai. The remaining three men are asked by Muthuvel to clean the police station before leaving. The nature of Muthuvel's case is then revealed. The kidnapping was masterminded by the Deputy Commissioner of Police (D.C.P), under directions from the ruling political party of the state, to use K.K in court and take down the opposition party. Meanwhile, the Assistant Commissioner (A.C.P), who is on the payroll of the opposition party, convinces the D.C.P to play a double game and get 3 crores (30 million) rupees from the opposition for dropping the case. However, buying the D.C.P's bluff, the opposition party fears that K.K has given up their secrets and orders the A.C.P to interrogate him, during which he dies from the injuries sustained. A discussion ensues to figure out a way cover up the death as a suicide. After the meeting, the D.C.P sees Pandi and Afzal in an adjoining bathroom and suspects that they might have overheard the plan. To cover up, they decide to frame Pandi and his friends as convicts in a pending A.T.M robbery case, and eliminate them under the cover of an encounter. Muthuvel, who feels responsible for the three men, is fed up with the corruption and immorality of the events that have transpired and initially refuses to cooperate, but he is coerced because of his deep involvement. During the staged encounter, Afzal is killed, causing Pandi and Murugan to runaway. In the ensuing pursuit, Murugan is shot and killed. Muthuvel chases Pandi and negotiates with him, assuring no harm and promising a spot in front of the media to expose the corruption. Meanwhile, orders arrive from the D.C.P to tie up loose ends and eliminate Muthuvel as well. As the film cuts to black, gunshots are heard, followed by a conversation that reveals the death of both Muthuvel and Pandi. A plan is made for the press coverage of Muthuvel's death 'in the line of duty', alongside photographs of his family to hold the attention and sympathy of the public.",535
Mogudu Kaavali,"Krishna (Gayatri) is inherited with lots of wealth from her father, but he imposes a condition that she should marry in order to inherit that wealth. Krishna doesn’t want to marry a prince who might later turn out to be a toad, especially after seeing her friend Shanthi’s marital life experience. But, she needs her father’s wealth. So, she hires Chiru as her hire husband and tries to get all her father’s wealth. But, to her surprise and shock, chiru turns out to be far more than she had bargained for! How chiru transforms her forms the rest of the story.",101
A Farewell to Jinu,"Based on a manga series, the film stars Matsuda Ryuhei and concerns a man who develops a deep fear of money who moves to a small and remote village to deal with his phobia. The story takes place in Tōhoku region.[2] Former bank clerk Takeharu thought he was strange when he moved to a remote village in Japan’s northeastern Tohoku region after developing an inexplicable “money allergy.” However, as he attempts to live a peaceful rural life without currency, Kamuroba village’s bizarre characters draw him out of his shell in this increasingly surreal madcap comedy. However, when a nearby town leader attempts to overthrow the handyman bus driver mayor, Takeharu must prove his attachment to Kamuroba and its people. Based on the manga series Kamuroba Mura e (“To Kamuroba Village”) by Mikio Igarashi.",133
Corregidor,"Shortly before the Japanese attack on Pearl Harbor, a doctor, Royce Lee (Elissa Landi) and her maid, Hyacinth (Ruby Dandridge) arrive at Manoi Island in the Philippines. Royce and her fiancé, Dr. Jan Stockman (Otto Kruger) are married by a local priest, but the ceremony is interrupted by a Japanese attack. In the bombing, Hyacinth is killed. With Japanese invasion forces all around, Royce and Jan join American soldiers making a forced march to Manila, 600 miles away. The small group is under attack and Jan is wounded. The leader of the American soldiers falls ill with malaria, and commits suicide in order to not hold up the retreating soldiers. Several days later, the group reaches the rocky island of Corregidor, where American forces are holding out in an underground cavern. At Corregidor, one of the soldiers, ""Pinky"" Mason (Rick Vallin), reunites with nurse Jane ""Hey-Dutch"" Van Dornen (Wanda McKay), his girl friend. Royce and Jan work in the army hospital, where Royce realizes her former love, Dr. Michael (Donald Woods) is also there. With diminishing supplies threatening their survival, the small band of Americans and Filipino defenders face a relentless Japanese attack. While working as a stretcher bearer, Dutch is wounded. On her death bed, she and Pinky are married but Dutch dies soon after. Jan is also wounded again and dies when the makeshift hospital is bombed. When ammunition runs out, Pinky and the soldiers engage in hand-to-hand combat with the Japanese. Below ground, in the midst of an air attack, Royce delivers a Filipino baby and then receives news from Michael that her husband has died. Royce and the nurses are ordered to evacuate immediately, she vows to reunite with Michael after the war. Pinky is the tail gunner in the aircraft but dies in a valiant defence of the nurses. At Corregidor, the lack of supplies forces Michael to operate on the wounded without painkillers or gloves. When the radio operator files his last report, at home in the United States, Royce sheds tears for her lost friends.",342
Lost in a Harem,"When a traveling vaudeville show becomes stranded in the Middle East, their singer, Hazel Moon (Marilyn Maxwell), takes a job at a local cafe. Two of the show's prop men, Peter Johnson (Bud Abbott) and Harvey Garvey (Lou Costello), are hired as comedy relief, but their act unfortunately initiates a brawl. The two men, along with Hazel, wind up in jail (where Abbott and Costello perform the famous ""Slowly I Turned"" routine with a crazy derelict [Murray Leonard] with Pokomoko as the trigger word). They encounter Prince Ramo (John Conte), a sheik, who offers to help them escape if they agree to help him regain the throne that his Uncle Nimativ (Douglass Dumbrille) had usurped with the aid of two hypnotic rings. After escaping jail, Peter and Harvey join Ramo and his desert riders and hatch a plan to have Hazel seduce Nimativ, as he is quite vulnerable to blondes. Once Nimativ is distracted, Peter and Harvey plan to retrieve the hypnotic rings to facilitate Ramo's reclamation of the throne. Peter and Harvey enter the capital city, posing as Hollywood talent scouts, and meet up with Nimativ. He is quickly enamored with Hazel and manages to hypnotize Peter and Harvey, who then reveal their plans. They are imprisoned (and encounter once again the derelict, who this time lives through vivid imaginations with clear sound effects from a door, a piano and a broken glass), while Hazel is hypnotized into being one of Nimativ's wives. After Ramo helps the boys escape, they enlist the aid of Teema (Lottie Harrison), Nimativ's first wife, by promising her a movie career. Harvey then disguises himself as Teema, while Peter dresses up as Nimativ. They manage to steal the rings during a large celebration and turn the rings against Nimativ, who abdicates the throne. Ramo again becomes ruler, with Hazel as his wife, and the boys return to the United States with the derelict as the driver.",322
A Pair of Briefs,"The ""Brief"" of the title refers to the document which a solicitor in the UK court system writes to instruct a barrister who will plead the solicitor's case in court. Unfortunately barristers Tony Stevens and Frances Pilbright, as juniors, receive nothing but routine briefs concerning sewers. When a juicy brief concerning a writ for ""restitution of conjugal rights"" appears, they take opposite sides in the case. Pilbright works fiercely for her client, a woman whose marriage was disrupted by World War II. Stevens advocates for the other side, a man who denies that he was ever married to the plaintiff, although all records have been destroyed during bombing raids. For her part, the woman claims that her husband left her after she temporarily lost her memory. The two barristers squabble in court, inevitably becoming attracted to each other in the process. Pilbright, about to lose the case, makes a furious declaration in which she declares ""the Law is an Ass!"".[1] Stevens, by this time, has more sympathy for her and joins her in this. In their zeal, they offend the presiding judge, Justice Haddon. Taking them aside, he privately informs them that the suit is intended to fail, as the woman has married a millionaire and wants to remove any grounds for her previous husband to blackmail her, so their efforts were for nothing. By this time, however, the two barristers are in love.",234
Kannika,The film is about a demon whose life is imprisoned inside a pigeon. A young man destroys the demon inside the pigeon and marries the demon's daughter.,27
Their Big Moment,"Tillie Whim (ZaSu Pitts), a timid stage assistant to The Great La Salle (William Gaxton) in a small mentalist act playing a Vaudeville theater, is harassed, bullied, and undermined by the act's co-star, primadonna Lottie (Tamara Geva). When Lottie finally attempts to fire Tillie after a performance, La Salle fires Lottie instead. The remaining troupe are then hired backstage by an audience member (Bruce Cabot) to debunk another mentalist, whom he accuses of exploiting his friend, a grief-stricken woman who has recently lost her husband in a plane crash. Tillie is promoted to Lottie's old role as medium, but unexpectedly deviates from the script when the spirit of the departed tells her that the plane crash was murder.",118
Dr. Gillespie's New Assistant,"Physically challenged Dr. Leonard Gillespie at the Blair General Hospital is exhausted from extensive work hours, to the point that his friends see the need for an intervention. They force him to get an assistant. Gillespie is quite picky, and only three young doctors at the hospital can answer the hard quiz question he asks to make his selection: Dr. Lee Wong How from Brooklyn, Dr. Randall Adams from Kansas City and Dr. Dennis Lindsay from Woolloomooloo, Australia. Gillespie takes them all three as temporary assistants until he can decide which one he will make his regular. At the same time, the son of Gillespie's dear old friend, Howard Allwin Young, is at an inn with his new wife, clothes designer Claire Merton. All of a sudden Claire loses her memory, and can't tell who she is anymore. Howard brings Claire to the hospital and Gillespie and his new assistants start working to solve the case of her sudden memory loss. They find no signs of physical or emotional trauma that could have caused it, and when the night comes, Claire wants to annul the marriage instead of going home with Howard to their home. Claire gets to go home with one of the assistants, Dr. ""Red"" Adams, but the next day she is no closer to regaining her memory than the day before. The only explanation that seems plausible to Gillespie is that Claire is just pretending. He decides to dig deeper into the reasons to why she would do that, and they locate her personal physician to find out more about her medical history. When visiting the physician's office they discover he has enlisted in the Army. Because of the confidentiality they only get the basic personal data regarding Claire, but it states that she is a married woman with a young child. Claire faints when confronted with this information back at the hospital. She reveals that she married in Texas at the young age of sixteen. Her husband turned out to be a criminal and later died. She left her baby with her mother and left for New York, where she had success in the fashion industry. When she met Howard she was ashamed to tell him about her history. This was the reason for faking the amnesia. Claire decides to move back to Texas and her child, and asks Gillespie and Red not to tell Howard what they have found out. They agree, but don't buy the explanation Claire has given them in full. The next night Red manages to get more information from a file at Claire's former physician, after getting the receptionist drunk. The file says that she can't have any more children. Gillespie decides to intervene in the couple's affairs, and calls Howard to his office and tells him about Claire's predicament. Howard assures the doctor that he loves Claire despite her history and would welcome her child in his home. Then Gillespie opens the door to an adjoining room and Claire steps in. The couple reunite and since the other two assistants have solved another hard case while Red cracked this one, Gillespie decides to keep them all three as his permanent assistants.[2]",531
Beauty for Sale,"Small town girl Letty Lawson (Madge Evans) moves to New York City and lives in a boarding house run by Mrs. Merrick (May Robson). Eventually she asks her friend and Mrs. Merrick's daughter, Carol (Una Merkel), to get her a job at her workplace, an exclusive beauty salon owned by Madame Sonia Barton (Hedda Hopper). Though both Carol and her brother Bill (Edward J. Nugent), who is in love with her, warn her that it is not a fit place for a young woman of good character, Letty insists she knows what she is getting into. After proving herself, Letty is sent on a house call to attend to spoiled, scatterbrained, chatty Mrs. Sherwood (Alice Brady). When she leaves, she discovers her hat has been chewed up by Mrs. Smallwood's Pekingese. Lawyer Mr. Sherwood (Otto Kruger) returns home and is quite fond of Letty and offers her to go and buy her an expensive replacement. By chance, she meets him again when they both seek shelter from a rainstorm in the same place. Smallwood is delighted when a fear of lightning makes Letty reflexively seek the comfort of his arms several times. They start seeing each other, though nothing very improper occurs. Meanwhile, Carol has a rich, older, indulgent boyfriend, Freddy Gordon (Charley Grapewin), while Jane (Florine McKinney), another salon employee, is secretly seeing Burt (Phillips Holmes), Madame Sonia's mining engineer son. Finally, Sherwood asks Letty to take the next step in their relationship. She asks for a week to think it over. Carol convinces Freddy to take her along on his business trip to Paris. While seeing her off aboard the ocean liner, Letty runs into the Bartons. When Letty later mentions that Burt is leaving on the same ship as Carol, Jane becomes very upset. It turns out that Burt had promised to marry her the next day after she told him she was pregnant. Though Letty tries to comfort her, late that night Jane leaps from her window to her death. Influenced by the examples of both Jane and Carol (after her first and only love turned out to be a married man who eventually went back to his wife, she became calculating and cynical), Letty turns Sherwood down. Then, she reluctantly agrees to marry Bill. Specifically requested by Mrs. Sherwood, Letty is forced by Madame Sonia to go to her home. When her client notices her engagement ring, she reveals that she is getting married soon. Mr. Sherwood coolly congratulates her. However, on the wedding day, she cannot go through with it. The next day, Mrs. Sherwood asks her husband for a divorce so she can marry Robert Abbott (John Roche), the architect of the new country mansion she had commissioned. She tells him that she will ask for no alimony, as she is independently wealthy. Sherwood is furious, as it is after Letty's supposed wedding, but is quite willing to let his wife go. Carol, having finally gotten Freddy to propose, goes house hunting. The real estate agent takes them to see the Sherwood mansion. When he reveals that it is being sold because the couple are divorcing, Letty rushes over to the real estate office to stop the sale and be reunited with her love.",541
Dr. Vidya,"The movie was shot in an era when educated people in cities were getting influenced by the western culture, hence the people from rural areas who placed a lot of importance to values and culture, strongly abstained from marrying into city people's homes. Geeta is a girl from a well-to-do family and is well educated, her parents had brought up her with traditional values and respect for those values. After her graduation, her parents decide to marry her off with Ratan Chowdhury, the son of a zamindar, who had the mind frame that a highly educated wife would be incapable of handling and managing a home, especially in a joint family. Later, he marries Geeta, but his mentality and the talk of others stop him from accepting her. He disowns her and poor Geeta has to go back to her parents' house. Even after lot of insistence from her parents and friends, she refuses to remarry. Instead, she continues her studies to become a doctor. After garnering a degree in medical science, she goes back to Ratan's village as Vidya. She wants to clear the wrong perceptions that Ratan has about her. Ratan couldn't recognise her, as he had not even seen her face, even during marriage. He falls in love with Vidya and intends to marry her, but one day during the annual cart race, Ratan meets with an accident and suffers a very bad injury, after which needs surgery. Due to unavailability of any other doctor, Geeta has to do the job. She performs it successfully. Will Ratan accept Geeta in her new avataar?",266
Did You Hear the One About the Traveling Saleslady?,"Kansas, 1910: In town trying to sell player pianos, traveling saleslady Agatha Knabenshu doesn't have much luck. She lends $1,000 to struggling inventor Bertram Webb, whose new invention, a cow-milking machine, promptly causes $1,500 in damages. With heartless banker Hubert Shelton about to foreclose on the Webb family's home, Bert has one last hope, a wood-burning automobile that he's created. At an auto race with a $1,500 first prize, Bert is unable to drive, so Agatha gets behind the wheel in his place and wins the race.",87
The Fake,"With their municipality scheduled to be flooded to make way for the construction of a new dam, the devout denizens of a rural village have placed their faith in Choi Gyeong-seok, a church elder who promises to relocate the flock. Choi tells the villagers they will build a church and a new housing development where they will all be able to live together after the town is completely submerged. He also says that only 144,000 people can go to heaven, and that church offerings are mandatory if one wants to ""secure their spot."" Even the town's much-revered Reverend Sung, a young and good-looking minister who seemingly has the ability to heal the sick, approves of Choi's plans. Behind his guise of devotion, however, Choi is a practiced con man posing as a representative of a fake religion; his true aim is to defraud the villagers of their resettlement compensation. The only obstacle to the scheme is Kim Min-chul, a skeptical outcast who accidentally discovers evidence of Choi's past misdeeds and suddenly finds himself becoming the center of resistance against the church institution. But Min-chul himself is hardly a saint. One of the village's most vile and untrustworthy characters, Min-chul is a low-life neighborhood thug who gambles and drinks too much. He regularly beats his wife and daughter Young-sun, a young factory worker who's been saving up for her lifelong dream of going to college in Seoul. No one in the village believes Min-chul and his attempts to expose Choi to the authorities fall on deaf ears. But after Young-sun is forced into prostitution by Choi, Min-chul becomes obsessed with revenge and makes a fateful decision to take matters into his own hands.",282
Sleepless in Seattle,"After Chicago architect Sam Baldwin loses his wife Maggie to cancer, he and his eight-year-old son Jonah start a new life in Seattle, but they continue to grieve. A year and a half later, on Christmas Eve, Jonah calls in to a radio talk show. Jonah persuades a reluctant Sam to go on the air to talk about how much he misses Maggie. Hundreds of women from around the country who hear the program and are touched by the story, write to Sam. One of the listeners is Annie Reed, a Baltimore Sun reporter who is engaged to Walter but feels there is something missing from their relationship. After watching the film An Affair to Remember, Annie impulsively writes a letter suggesting that Sam meet her on top of the Empire State Building on Valentine's Day. She does not intend to mail it, but her friend and editor Becky does it for her and later agrees to send Annie to Seattle. Sam begins dating a co-worker, Victoria, whom Jonah dislikes. Jonah reads Annie's letter and likes that it mentions the Baltimore Orioles, but he fails to convince his father to go to New York to meet Annie. On the advice of his playmate Jessica, Jonah replies to Annie, agreeing to the New York meeting. While dropping Victoria off at the airport for a flight, Sam sees Annie exiting from her plane and is mesmerized by her, although he has no idea who she is. Annie later secretly watches Sam and Jonah playing on the beach together. The next day she goes again to Sam's houseboat but mistakes Sam's sister for Victoria. He recognizes her from the airport and says ""hello"" but Annie only responds with another ""hello"" before fleeing. She returns to Baltimore and then goes to New York to meet Walter for Valentine's Day. With Jessica's help, Jonah flies to New York and goes to the Empire State Building searching for Annie. When Sam discovers what Jonah did, he grabs a later plane and follows Jonah where he finds him on the observation deck. Meanwhile, Annie sees the skyscraper from the Rainbow Room where she is dining with Walter and confesses her doubts to him, amicably ending their engagement. She rushes to the Empire State Building just moments after the doors to the down elevator close with Sam and Jonah inside. The observation deck is deserted, but Annie discovers a backpack that Jonah left behind. As she pulls out Jonah's teddy bear from the backpack, Sam and Jonah emerge from the elevator, and the three meet for the first time. Sam indicates they should go and offers his hand to Annie. The three then enter the elevator together and the doors close.",453
Elaan,"Elaan is a declaration of war against the reign of terror unleashed by the gang lords. The story revolves around an upright and principled Police Officer, A.C.P. Ramakant Chaudhary, whose eldest son Vikas is killed in a pre-planned accident. But the A.C.P. is unable to nab the culprits for want of valid evidence. Consequently, the A.C.P., his wife Revati and younger son Vishal are grief stricken over the loss of young Vikas. While the atmosphere in the city is already vitiated by the atrocities of gang lords Baba Khan and Manna Shetty, who enjoy the support of some unscrupulous police personnel, the A.C.P. vows to make the ruthless gangsters bite the dust, without taking the law in his own hands. On the other hand, Vishal an angry young man, cannot stand this injustice since the police had failed to arrest his brother's killers, and he silently resents his A.C.P father's inaction in dealing with the culprits. The ideologies of the father and son clash – which lead to a conflict between a dutiful father and a reckless son. The only one who understands the agony of Vishal is Mohini, the daughter of head constable Devkinandan Sharma. The day comes when Vishal confronts Baba Khan and Manna Shetty, which leads to tension and a gory situation for the A.C.P., as the gang lords threaten to eliminate the A.C.P. as well as his wife Revati and son Vishal.",236
The Enemy Below,"The American Buckley-class destroyer escort USS Haynes detects and attacks a German U-boat that is on its way to rendezvous with a German merchant raider in the South Atlantic Ocean. Lieutenant Commander Murrell (Robert Mitchum), a former officer in the merchant marine now an active duty officer in the Naval Reserve, has recently taken command of Haynes, even though he is still recovering from injuries incurred in the sinking of his previous ship. Before the U-boat is first spotted, one sailor questions the new captain's fitness and ability. However, as the battle begins, Murrell shows himself to be a match for wily U-boat Kapitän-Leutnant von Stolberg (Curt Jürgens), a man who is not enamored with the Nazi regime, in a prolonged and deadly battle of wits that tests both men and their crews. Each man grows to respect his opponent. Murrell skillfully stalks the U-boat and subjects von Stolberg and his crew to multiple depth charge attacks. In the end, von Stolberg takes advantage of a moment of vulnerability in Murrell's pattern of attacks and succeeds in torpedoing the destroyer escort. The destroyer escort is mortally wounded but still battle capable. However, Murrell has one last trick up his sleeve. He orders his men to set fires on the deck to make the ship look more damaged than it actually is. Then he orders the majority of his crew to evacuate in the lifeboats. But he keeps a skeleton crew on board to man the bridge, engine room, and one of his ship's three-inch guns. As Murrell had hoped, von Stolberg surfaces so that he can use the U-boat's deck gun to sink the apparently crippled ship instead of using a torpedo. Murrell orders his gun crew to fire first at the U-boat's stern to immobilize it, and then at the U-boat's deck gun. Murrell orders his executive officer, Lieutenant Ware (Al Hedison), to steer the ship toward the U-boat at flank speed and ram it. With his boat sinking, von Stolberg orders his crew to set the scuttling charges and abandon ship. Murrell, the last man aboard, is about to join his crew in the lifeboats when he spots von Stolberg trapped on the conning tower of the U-boat with his injured executive officer, Oberleutnant zur See Heini Schwaffer (Theodore Bikel). Murrell tosses a line to the submarine and rescues the pair. It is clear that Schwaffer is dying, but von Stolberg refuses to leave his friend behind. Ware returns with American and German sailors in the captain's gig to take the three men off before the U-boat's scuttling charges detonate. Later, aboard another American ship, the German crew consigns Schwaffer's remains to the deep in a traditional ceremony, as the American crew respectfully watches.",456
Uma Chandi Gowri Shankarula Katha,"On a debate among Saptarishis where Bhrigu Maharshi argues that male is responsible for entire nature and where others say nature (female) is the origin of the universe. Bhrigu wanted to clarify his doubt with Lord Shiva. Upon reaching Kailasa, Shiva would be teaching lessons on dance to Goddess Parvati and since they were in the process, he would be ignored by Parvati and Shiva. Patience less Bhrigu curses Parvati to take birth three times on Earth and suffer from human-related misfortune. Parvati also curses Bhrigu to take birth as a demon who suffers mankind. Parvati upon prying to Shiva, He favors Parvati, that She would take birth only one time but as triplets and He will take birth to protect her and convert Her human-related misfortune as a boon with His accompany. The crux of story forms all about how Shiva meets these three women and how He assassinates the demon (Bhrigu). At the climax, Shiva fights the demon (Bhrigu) and releases him from the curse and at the same time Paravati also gets released from all Her human suffering, turns to Goddess and reaches Shiva.",187
